loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,loan_start_date,loan_end_date,current_balance,loan_status,origination_branch,collateral_type,source_system,record_created_at
LOAN0009466,CUST006424,Business Loan,480479.29,20.74,84,2022-01-20,2028-12-14,279045.04,Active,BR017,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009467,CUST001098,Home Loan,1251103.85,10.79,240,2019-05-16,2039-01-31,937812.4,Active,BR008,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009468,CUST008919,Personal Loan,90447.0,25.46,60,2020-05-03,2025-04-07,2146.52,Default,BR002,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009469,CUST000500,Personal Loan,20682.55,15.83,60,2019-05-09,2024-04-12,2158.95,Default,BR011,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009470,CUST005610,Credit Card,19224.16,21.52,12,2023-12-14,2024-12-08,2190.29,Default,BR018,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009471,CUST001121,Vehicle Finance,646670.48,14.25,72,2020-12-30,2026-11-29,303238.29,Active,BR031,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009472,CUST001975,Home Loan,1479756.86,9.51,240,2018-12-26,2038-09-12,1188338.52,Default,BR049,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009473,CUST008782,Business Loan,491291.36,20.8,84,2023-10-02,2030-08-26,406422.58,Active,BR045,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009474,CUST005621,Vehicle Finance,309697.5,17.44,72,2018-04-11,2024-03-10,30277.32,Active,BR018,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009475,CUST009040,Business Loan,2339643.79,19.92,84,2022-01-09,2028-12-03,1421762.79,Active,BR029,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009476,CUST007454,Vehicle Finance,250287.38,17.42,72,2019-01-15,2024-12-14,36570.42,Active,BR029,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009477,CUST001107,Personal Loan,103240.51,28.46,60,2021-03-31,2026-03-05,35702.85,Default,BR026,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009478,CUST000929,Home Loan,2478843.96,10.74,240,2019-02-22,2038-11-09,1803407.04,Active,BR044,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009479,CUST003113,Vehicle Finance,637839.94,14.4,72,2019-06-05,2025-05-04,105937.12,Active,BR049,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009480,CUST003010,Home Loan,1832860.94,12.28,240,2018-04-01,2037-12-17,1249889.52,Active,BR023,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009481,CUST003761,Home Loan,1531195.45,12.07,240,2018-01-14,2037-10-01,1109265.81,Active,BR030,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009482,CUST009992,Home Loan,2801964.69,10.85,240,2023-07-11,2043-03-28,2511616.98,Active,BR025,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009483,CUST000596,Personal Loan,21602.94,16.01,60,2020-11-23,2025-10-28,4456.05,Active,BR020,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009484,CUST008067,Credit Card,53534.8,21.9,12,2018-06-20,2019-06-15,0.0,Closed,BR006,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009485,CUST005368,Personal Loan,51557.78,16.69,60,2021-01-30,2026-01-04,13309.35,Active,BR008,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009486,CUST007745,Credit Card,47309.94,22.14,12,2022-03-11,2023-03-06,3079.69,Default,BR022,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009487,CUST004693,Vehicle Finance,540729.77,15.94,72,2018-10-05,2024-09-03,53747.44,Default,BR040,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009488,CUST002169,Personal Loan,88802.63,22.36,60,2021-09-18,2026-08-23,31531.82,Active,BR037,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009489,CUST008151,Home Loan,2226494.12,12.31,240,2022-10-19,2042-07-06,2214583.55,Active,BR049,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009490,CUST004521,Home Loan,349470.73,11.16,240,2020-05-21,2040-02-06,292416.43,Active,BR022,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009491,CUST006581,Home Loan,1596955.7,9.42,240,2020-06-04,2040-02-20,1327983.75,Active,BR034,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009492,CUST006544,Business Loan,3473470.74,13.57,84,2019-09-23,2026-08-17,797298.82,Active,BR011,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009493,CUST001673,Personal Loan,120196.94,16.7,60,2023-04-21,2028-03-25,95238.05,Active,BR028,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009494,CUST009824,Personal Loan,21530.03,27.73,60,2022-07-26,2027-06-30,10583.44,Active,BR047,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009495,CUST008623,Personal Loan,50967.89,18.4,60,2019-08-19,2024-07-23,0.0,Closed,BR016,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009496,CUST002737,Home Loan,1879833.71,12.32,240,2022-04-17,2042-01-02,1835822.31,Active,BR044,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009497,CUST008887,Personal Loan,60872.16,21.08,60,2020-12-22,2025-11-26,12447.11,Active,BR043,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009498,CUST008311,Home Loan,1353462.33,11.95,240,2023-01-10,2042-09-27,1373319.24,Active,BR046,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009499,CUST008030,Vehicle Finance,196444.42,13.75,72,2020-07-15,2026-06-14,74990.15,Active,BR036,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009500,CUST001930,Home Loan,891595.64,12.33,240,2023-09-24,2043-06-11,861099.06,Active,BR016,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009501,CUST001599,Vehicle Finance,282260.49,16.69,72,2023-03-22,2029-02-18,191099.79,Active,BR048,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009502,CUST005740,Home Loan,2237206.95,12.25,240,2020-04-11,2039-12-28,1635064.37,Active,BR004,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009503,CUST006682,Vehicle Finance,379022.2,17.02,72,2018-06-22,2024-05-21,0.0,Closed,BR026,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009504,CUST006832,Personal Loan,35498.76,24.39,60,2019-09-10,2024-08-14,170.7,Active,BR046,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009505,CUST008682,Business Loan,360561.62,20.8,84,2022-02-23,2029-01-17,239339.14,Active,BR012,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009506,CUST002462,Vehicle Finance,484229.83,10.85,72,2019-12-31,2025-11-29,124741.14,Active,BR032,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009507,CUST008733,Home Loan,854863.04,10.19,240,2020-04-14,2039-12-31,685200.27,Active,BR007,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009508,CUST009654,Business Loan,2969859.11,15.69,84,2018-07-18,2025-06-11,555033.63,Active,BR021,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009509,CUST007328,Home Loan,1772142.64,11.92,240,2022-03-18,2041-12-03,1718314.55,Active,BR018,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009510,CUST007276,Personal Loan,53805.0,22.47,60,2018-07-29,2023-07-03,0.0,Closed,BR034,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009511,CUST001267,Vehicle Finance,248723.99,14.51,72,2022-02-12,2028-01-12,143456.87,Active,BR045,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009512,CUST001275,Home Loan,1479052.54,9.62,240,2022-08-18,2042-05-05,1347510.82,Written-Off,BR049,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009513,CUST003238,Home Loan,1206312.52,10.68,240,2020-03-24,2039-12-10,968995.17,Active,BR043,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009514,CUST008475,Business Loan,1701624.5,20.99,84,2022-08-13,2029-07-07,1235648.25,Default,BR001,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009515,CUST002776,Home Loan,2843613.8,11.67,240,2018-07-05,2038-03-22,2097062.03,Active,BR011,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009516,CUST001058,Vehicle Finance,505176.18,16.32,72,2022-12-03,2028-11-01,392803.8,Active,BR046,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009517,CUST003863,Vehicle Finance,555425.39,15.89,72,2018-11-28,2024-10-27,11755.26,Active,BR040,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009518,CUST008948,Home Loan,822889.94,10.13,240,2019-09-02,2039-05-20,658217.03,Active,BR026,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009519,CUST007335,Personal Loan,63038.01,26.35,60,2021-05-20,2026-04-24,25521.35,Written-Off,BR045,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009520,CUST009845,Vehicle Finance,266069.13,12.73,72,2019-05-20,2025-04-18,19108.78,Active,BR019,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009521,CUST008265,Home Loan,2800216.03,11.87,240,2020-04-13,2039-12-30,2269200.91,Active,BR039,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009522,CUST005421,Vehicle Finance,410260.98,18.19,72,2023-05-09,2029-04-07,281262.57,Active,BR009,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009523,CUST002031,Business Loan,4578600.82,14.26,84,2020-04-20,2027-03-15,2064847.08,Active,BR001,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009524,CUST006023,Vehicle Finance,441662.85,16.21,72,2021-05-01,2027-03-31,216620.79,Active,BR012,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009525,CUST009740,Home Loan,2932454.49,12.05,240,2018-12-21,2038-09-07,1921827.55,Active,BR047,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009526,CUST002836,Vehicle Finance,576632.12,14.53,72,2019-07-15,2025-06-13,97038.36,Active,BR036,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009527,CUST000925,Vehicle Finance,498613.09,16.72,72,2021-07-05,2027-06-04,269812.75,Default,BR045,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009528,CUST007544,Vehicle Finance,548062.38,15.15,72,2018-10-12,2024-09-10,56710.82,Active,BR016,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009529,CUST000183,Vehicle Finance,152209.29,17.34,72,2020-06-27,2026-05-27,46021.54,Active,BR036,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009530,CUST009484,Personal Loan,95716.3,27.67,60,2022-10-29,2027-10-03,66243.62,Active,BR006,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009531,CUST006228,Business Loan,1547807.22,17.93,84,2022-05-14,2029-04-07,1102015.21,Active,BR048,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009532,CUST002967,Home Loan,2392364.71,9.53,240,2021-03-22,2040-12-07,1863502.74,Active,BR047,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009533,CUST004397,Credit Card,43190.99,21.53,12,2020-02-16,2021-02-10,0.0,Closed,BR008,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009534,CUST007277,Home Loan,2654686.24,9.68,240,2022-10-31,2042-07-18,2310660.52,Active,BR014,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009535,CUST007535,Vehicle Finance,342117.82,10.19,72,2021-05-03,2027-04-02,134345.53,Active,BR026,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009536,CUST000107,Home Loan,1066318.69,12.47,240,2020-04-30,2040-01-16,815818.54,Active,BR010,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009537,CUST004892,Home Loan,1663703.26,10.27,240,2022-10-18,2042-07-05,1482802.0,Active,BR011,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009538,CUST001609,Personal Loan,71460.19,21.13,60,2021-12-04,2026-11-08,28209.74,Active,BR024,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009539,CUST008194,Personal Loan,13202.8,22.49,60,2020-03-09,2025-02-11,0.0,Closed,BR005,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009540,CUST002666,Vehicle Finance,633243.2,16.43,72,2018-12-11,2024-11-09,3309.65,Active,BR016,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009541,CUST004636,Personal Loan,61682.2,25.74,60,2021-06-08,2026-05-13,16091.97,Active,BR039,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009542,CUST007631,Home Loan,1539083.97,10.71,240,2021-07-14,2041-03-31,1209562.06,Active,BR018,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009543,CUST002702,Home Loan,2219032.05,11.75,240,2021-02-20,2040-11-07,1863432.32,Default,BR004,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009544,CUST006763,Vehicle Finance,114775.14,11.8,72,2022-03-08,2028-02-05,72619.61,Active,BR024,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009545,CUST000174,Business Loan,1295566.23,20.26,84,2022-09-20,2029-08-14,930921.55,Active,BR030,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009546,CUST003815,Vehicle Finance,238619.05,11.01,72,2019-04-26,2025-03-25,30928.35,Active,BR012,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009547,CUST008573,Credit Card,55062.69,21.64,12,2022-02-16,2023-02-11,0.0,Closed,BR044,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009548,CUST006478,Home Loan,2609343.63,8.54,240,2018-05-10,2038-01-25,1830458.85,Active,BR019,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009549,CUST006467,Credit Card,50345.14,22.47,12,2021-08-02,2022-07-28,0.0,Closed,BR033,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009550,CUST001994,Personal Loan,49533.22,23.99,60,2019-03-22,2024-02-24,0.0,Closed,BR023,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009551,CUST002549,Personal Loan,19818.6,28.24,60,2021-04-17,2026-03-22,4843.49,Active,BR012,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009552,CUST005606,Credit Card,5255.82,21.41,12,2022-04-12,2023-04-07,566.06,Active,BR038,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009553,CUST009414,Personal Loan,46001.41,29.42,60,2020-08-11,2025-07-16,8022.28,Active,BR005,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009554,CUST000939,Personal Loan,72330.83,22.32,60,2019-03-18,2024-02-20,0.0,Closed,BR007,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009555,CUST004372,Vehicle Finance,336859.33,13.57,72,2023-12-28,2029-11-26,277656.98,Active,BR002,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009556,CUST005745,Vehicle Finance,410602.5,16.43,72,2023-01-08,2028-12-07,272503.47,Active,BR011,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009557,CUST004152,Home Loan,1487311.22,8.92,240,2023-05-16,2043-01-31,1525427.93,Active,BR037,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009558,CUST002051,Personal Loan,70274.57,18.04,60,2022-08-10,2027-07-15,41522.73,Active,BR024,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009559,CUST009028,Business Loan,3370791.18,16.97,84,2020-07-23,2027-06-17,1206705.92,Active,BR042,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009560,CUST003979,Personal Loan,58926.59,20.28,60,2020-09-09,2025-08-14,8931.95,Active,BR008,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009561,CUST006206,Personal Loan,123893.41,21.59,60,2018-07-09,2023-06-13,2454.51,Active,BR033,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009562,CUST003945,Personal Loan,121142.36,27.23,60,2019-06-12,2024-05-16,880.1,Active,BR005,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009563,CUST001597,Personal Loan,38565.1,17.04,60,2020-03-23,2025-02-25,5254.77,Default,BR029,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009564,CUST009695,Home Loan,604615.05,8.95,240,2018-02-02,2037-10-20,415039.24,Active,BR014,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009565,CUST002937,Home Loan,2743133.8,10.37,240,2021-02-25,2040-11-12,2209146.27,Active,BR041,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009566,CUST005149,Personal Loan,29844.21,17.39,60,2019-09-30,2024-09-03,2169.17,Default,BR013,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009567,CUST001787,Home Loan,2050871.95,8.57,240,2020-05-10,2040-01-26,1707336.52,Active,BR045,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009568,CUST003862,Business Loan,4335879.14,18.73,84,2020-09-12,2027-08-07,1938282.84,Active,BR040,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009569,CUST001833,Home Loan,313890.99,10.21,240,2020-06-28,2040-03-15,262228.23,Active,BR002,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009570,CUST000212,Home Loan,1019119.12,11.36,240,2023-10-24,2043-07-11,1095113.71,Active,BR001,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009571,CUST000110,Vehicle Finance,287598.07,11.75,72,2023-11-22,2029-10-21,243657.38,Active,BR005,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009572,CUST002685,Home Loan,2163111.56,9.71,240,2020-09-07,2040-05-25,1968733.55,Active,BR042,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009573,CUST006566,Vehicle Finance,544713.75,15.55,72,2019-03-01,2025-01-28,71688.56,Active,BR036,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009574,CUST001392,Personal Loan,85195.96,24.42,60,2022-05-03,2027-04-07,50978.48,Active,BR046,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009575,CUST009577,Personal Loan,137363.33,25.59,60,2018-01-17,2022-12-22,11527.36,Active,BR024,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009576,CUST006040,Business Loan,4935723.93,11.7,84,2019-08-18,2026-07-12,1632224.07,Active,BR048,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009577,CUST005119,Personal Loan,14848.25,26.77,60,2021-08-21,2026-07-26,4051.17,Default,BR017,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009578,CUST007410,Home Loan,2653294.03,10.86,240,2018-04-21,2038-01-06,2066269.59,Active,BR045,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009579,CUST001454,Personal Loan,35931.6,15.85,60,2019-09-21,2024-08-25,644.82,Active,BR024,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009580,CUST004558,Personal Loan,27351.34,20.8,60,2023-07-24,2028-06-27,22851.14,Active,BR002,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009581,CUST002845,Home Loan,2408756.13,10.01,240,2018-03-08,2037-11-23,1645920.05,Active,BR033,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009582,CUST000835,Vehicle Finance,535789.93,11.45,72,2020-11-24,2026-10-24,214120.78,Active,BR043,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009583,CUST000359,Personal Loan,13671.96,27.5,60,2018-01-24,2022-12-29,1972.2,Active,BR039,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009584,CUST008528,Home Loan,881288.74,10.72,240,2018-04-10,2037-12-26,665420.0,Active,BR039,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009585,CUST007637,Home Loan,2222387.24,10.33,240,2021-06-25,2041-03-12,1906689.68,Default,BR032,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009586,CUST007318,Personal Loan,6551.38,16.63,60,2020-10-01,2025-09-05,1362.98,Active,BR040,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009587,CUST009045,Personal Loan,46323.18,23.38,60,2022-11-19,2027-10-24,26745.08,Active,BR013,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009588,CUST007305,Personal Loan,70434.24,15.9,60,2022-04-04,2027-03-09,38810.33,Active,BR048,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009589,CUST004992,Personal Loan,137327.3,22.19,60,2022-10-23,2027-09-27,84245.65,Active,BR018,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009590,CUST009074,Vehicle Finance,692269.29,12.7,72,2023-10-11,2029-09-09,539896.54,Active,BR002,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009591,CUST003311,Home Loan,885659.92,10.81,240,2021-05-26,2041-02-10,776852.4,Active,BR023,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009592,CUST006116,Home Loan,1126425.99,11.22,240,2023-03-30,2042-12-15,1088330.22,Active,BR028,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009593,CUST005381,Business Loan,2616004.85,21.39,84,2018-06-14,2025-05-08,79290.74,Active,BR007,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009594,CUST008410,Vehicle Finance,394078.9,15.2,72,2023-08-09,2029-07-08,293458.45,Active,BR040,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009595,CUST008196,Home Loan,2377082.21,9.85,240,2019-09-18,2039-06-05,1880485.94,Active,BR020,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009596,CUST004632,Personal Loan,142930.84,26.99,60,2022-05-12,2027-04-16,84079.38,Active,BR013,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009597,CUST004459,Personal Loan,95125.34,24.55,60,2018-06-25,2023-05-30,7658.16,Active,BR011,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009598,CUST005902,Vehicle Finance,160740.95,13.55,72,2019-10-19,2025-09-17,36581.97,Active,BR040,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009599,CUST006875,Personal Loan,69036.57,14.86,60,2023-03-16,2028-02-18,48657.06,Active,BR027,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009600,CUST009740,Home Loan,1777339.38,11.78,240,2021-07-12,2041-03-29,1415166.56,Active,BR033,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009601,CUST005714,Home Loan,2878963.33,11.43,240,2023-05-07,2043-01-22,2610657.5,Active,BR017,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009602,CUST002860,Home Loan,1231819.0,10.36,240,2023-09-05,2043-05-23,1289934.81,Active,BR043,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009603,CUST008358,Personal Loan,102083.43,22.75,60,2022-09-11,2027-08-16,55835.3,Active,BR019,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009604,CUST002637,Personal Loan,6634.98,25.99,60,2022-10-14,2027-09-18,4355.94,Active,BR021,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009605,CUST002873,Home Loan,1479089.39,10.39,240,2020-04-09,2039-12-26,1175360.95,Active,BR033,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009606,CUST000951,Personal Loan,10869.97,24.09,60,2022-08-20,2027-07-25,6159.66,Active,BR013,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009607,CUST009090,Vehicle Finance,250656.07,14.08,72,2023-08-25,2029-07-24,195865.97,Active,BR008,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009608,CUST008560,Home Loan,1567086.01,11.0,240,2018-04-29,2038-01-14,1056403.19,Active,BR035,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009609,CUST003942,Vehicle Finance,498569.45,14.34,72,2022-01-01,2027-12-01,236881.74,Default,BR035,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009610,CUST008531,Credit Card,88283.41,20.66,12,2020-04-20,2021-04-15,6228.24,Active,BR038,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009611,CUST002194,Vehicle Finance,213059.55,15.35,72,2023-06-12,2029-05-11,171312.64,Active,BR019,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009612,CUST008258,Business Loan,1577706.96,15.99,84,2020-03-03,2027-01-26,544794.54,Active,BR002,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009613,CUST008666,Home Loan,1804485.93,9.58,240,2023-12-11,2043-08-28,1933580.41,Default,BR003,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009614,CUST005364,Personal Loan,35836.28,27.49,60,2018-08-26,2023-07-31,0.0,Closed,BR002,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009615,CUST009280,Personal Loan,136590.34,19.44,60,2023-11-24,2028-10-28,109619.57,Active,BR008,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009616,CUST001752,Home Loan,2659626.01,9.76,240,2019-08-27,2039-05-14,2121141.52,Default,BR047,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0009617,CUST000667,Home Loan,2694546.64,8.7,240,2020-04-04,2039-12-21,1951671.74,Active,BR007,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
