collection_id,loan_id,collector_id,action_date,action_type,outcome,promised_amount,next_action_date,escalation_level,source_system,record_created_at
COL0004090,LOAN0017054,AGENT013,2020-05-13,Restructure Offer,No Contact,35718.3,2019-12-14,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.374693
COL0004091,LOAN0015293,AGENT021,2019-01-01,SMS,Promise to Pay,14525.66,2024-05-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.374744
COL0004092,LOAN0001497,AGENT017,2019-04-23,SMS,Partial Payment,42968.09,2024-02-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.374779
COL0004093,LOAN0009577,AGENT022,2022-07-19,SMS,Promise to Pay,39616.32,2023-07-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.374834
COL0004094,LOAN0014664,AGENT022,2021-09-29,Letter,Promise to Pay,38426.67,2023-10-25,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.374871
COL0004095,LOAN0005987,AGENT013,2023-08-08,SMS,Promise to Pay,28312.34,2021-01-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.374903
COL0004096,LOAN0003566,AGENT026,2021-02-22,Restructure Offer,Dispute Raised,9024.4,2021-05-09,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.374936
COL0004097,LOAN0017195,AGENT016,2021-12-30,Email,Promise to Pay,9171.35,2022-08-21,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.374968
COL0004098,LOAN0001482,AGENT005,2023-03-12,Outbound Call,Partial Payment,25152.69,2019-09-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375000
COL0004099,LOAN0001671,AGENT004,2021-11-19,Email,Partial Payment,8962.57,2024-08-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375048
COL0004100,LOAN0017356,AGENT012,2022-01-06,Email,Deceased,37289.69,2023-08-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375084
COL0004101,LOAN0001322,AGENT019,2022-08-30,SMS,Agreed Arrangement,22391.95,2022-04-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375130
COL0004102,LOAN0000870,AGENT008,2021-01-22,Letter,Promise to Pay,29777.67,2019-06-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375167
COL0004103,LOAN0000877,AGENT008,2021-06-24,Field Visit,Promise to Pay,18559.37,2021-07-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375219
COL0004104,LOAN0016910,AGENT018,2021-05-20,SMS,Promise to Pay,31586.18,2019-03-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375255
COL0004105,LOAN0010475,AGENT018,2023-10-04,Outbound Call,No Contact,48165.96,2023-12-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375288
COL0004106,LOAN0009352,AGENT016,2022-04-27,Outbound Call,Dispute Raised,27326.01,2020-10-31,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375323
COL0004107,LOAN0010141,AGENT024,2022-10-28,Email,Partial Payment,29305.24,2024-05-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375358
COL0004108,LOAN0016659,AGENT019,2022-04-09,Outbound Call,No Contact,49120.85,2019-05-10,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.375391
COL0004109,LOAN0007353,AGENT009,2023-09-07,Restructure Offer,No Contact,35288.19,2021-12-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375439
COL0004110,LOAN0008740,AGENT013,2024-04-30,Outbound Call,Promise to Pay,41347.98,2019-02-02,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.375473
COL0004111,LOAN0013254,AGENT004,2020-11-30,Email,No Contact,11063.17,2024-11-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375505
COL0004112,LOAN0004820,AGENT007,2024-05-23,Email,Agreed Arrangement,35641.49,2020-10-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375537
COL0004113,LOAN0016111,AGENT022,2022-03-17,SMS,Partial Payment,3552.2,2021-11-16,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375577
COL0004114,LOAN0000600,AGENT005,2021-09-10,Letter,Partial Payment,23750.27,2020-02-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375619
COL0004115,LOAN0004458,AGENT026,2023-02-19,Email,Partial Payment,30722.19,2020-11-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375656
COL0004116,LOAN0011852,AGENT029,2022-05-03,Outbound Call,No Contact,44977.68,2024-11-26,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375691
COL0004117,LOAN0008583,AGENT029,2021-02-20,Email,No Contact,36956.05,2021-10-24,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375725
COL0004118,LOAN0002218,AGENT010,2020-04-21,Email,Partial Payment,5020.38,2020-03-11,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.375760
COL0004119,LOAN0013845,AGENT012,2023-01-17,Restructure Offer,Promise to Pay,39840.48,2019-10-29,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.375802
COL0004120,LOAN0011812,AGENT003,2024-02-09,Letter,Promise to Pay,1216.13,2019-02-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375846
COL0004121,LOAN0010316,AGENT002,2023-10-28,Outbound Call,Dispute Raised,23278.72,2022-09-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.375891
COL0004122,LOAN0003413,AGENT010,2022-07-19,Letter,No Contact,45858.11,2024-06-25,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.375934
COL0004123,LOAN0003433,AGENT024,2024-03-05,Letter,Dispute Raised,369.91,2021-10-05,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.375990
COL0004124,LOAN0009731,AGENT008,2019-12-01,Outbound Call,No Contact,25166.03,2019-10-28,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.376033
COL0004125,LOAN0008919,AGENT001,2020-01-01,Email,Promise to Pay,46213.08,2024-06-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376066
COL0004126,LOAN0007162,AGENT004,2022-04-03,SMS,Paid in Full,10704.1,2020-09-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376105
COL0004127,LOAN0002526,AGENT012,2021-01-15,Outbound Call,Dispute Raised,11525.3,2022-02-28,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.376162
COL0004128,LOAN0010980,AGENT015,2021-06-07,SMS,No Contact,9595.51,2021-08-03,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.376199
COL0004129,LOAN0007506,AGENT008,2022-04-15,Email,Promise to Pay,27560.71,2019-11-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376231
COL0004130,LOAN0004303,AGENT006,2024-01-11,Letter,Promise to Pay,3877.94,2022-07-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.376283
COL0004131,LOAN0001960,AGENT004,2023-07-08,Email,Dispute Raised,47769.22,2024-03-03,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.376337
COL0004132,LOAN0000699,AGENT009,2020-08-16,Letter,Dispute Raised,18508.69,2023-05-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376370
COL0004133,LOAN0006833,AGENT011,2022-07-30,SMS,Promise to Pay,43141.02,2019-06-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.376402
COL0004134,LOAN0014683,AGENT026,2021-08-16,SMS,Paid in Full,17307.81,2023-12-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376455
COL0004135,LOAN0010286,AGENT019,2021-03-10,SMS,Partial Payment,38443.67,2019-06-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.376489
COL0004136,LOAN0015838,AGENT016,2024-02-23,Email,No Contact,4538.96,2024-09-16,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.376526
COL0004137,LOAN0017524,AGENT010,2019-12-12,Letter,Dispute Raised,20576.42,2020-11-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376559
COL0004138,LOAN0003503,AGENT030,2024-04-09,Email,Promise to Pay,8742.0,2022-03-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376607
COL0004139,LOAN0015871,AGENT016,2021-04-17,Outbound Call,Partial Payment,27568.74,2020-10-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376640
COL0004140,LOAN0005170,AGENT024,2024-09-09,Restructure Offer,Agreed Arrangement,16129.22,2023-06-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.376673
COL0004141,LOAN0016990,AGENT020,2024-02-01,Outbound Call,Dispute Raised,28422.65,2020-05-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376706
COL0004142,LOAN0003735,AGENT018,2021-12-12,Outbound Call,Promise to Pay,45361.27,2019-06-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376738
COL0004143,LOAN0015520,AGENT002,2020-11-27,SMS,Promise to Pay,14557.85,2019-08-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.376770
COL0004144,LOAN0000909,AGENT009,2024-12-14,Outbound Call,Deceased,42653.0,2023-11-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376806
COL0004145,LOAN0005481,AGENT019,2019-04-05,Outbound Call,Promise to Pay,30388.22,2023-08-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376838
COL0004146,LOAN0010475,AGENT006,2022-03-16,Promise to Pay Follow-Up,Dispute Raised,45498.37,2022-01-01,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.376878
COL0004147,LOAN0015293,AGENT008,2024-04-13,Letter,No Contact,46690.04,2019-03-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376922
COL0004148,LOAN0008008,AGENT006,2023-01-08,Email,Promise to Pay,29028.91,2024-04-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.376970
COL0004149,LOAN0007906,AGENT027,2022-09-12,Email,Promise to Pay,34946.57,2023-08-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.377012
COL0004150,LOAN0008051,AGENT021,2022-03-09,Outbound Call,Promise to Pay,33134.18,2022-09-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377066
COL0004151,LOAN0007648,AGENT028,2022-01-29,SMS,No Contact,7381.64,2024-10-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377104
COL0004152,LOAN0014526,AGENT009,2024-04-29,SMS,Promise to Pay,47994.15,2021-11-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.377140
COL0004153,LOAN0000455,AGENT003,2019-07-11,Outbound Call,No Contact,2064.95,2019-03-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377177
COL0004154,LOAN0010532,AGENT002,2023-12-02,Outbound Call,No Contact,34786.73,2019-12-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377237
COL0004155,LOAN0004517,AGENT001,2023-04-17,SMS,No Contact,25752.2,2022-11-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377278
COL0004156,LOAN0013483,AGENT003,2020-03-30,Outbound Call,Partial Payment,48704.28,2024-12-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377311
COL0004157,LOAN0010725,AGENT014,2021-08-18,Restructure Offer,Promise to Pay,17268.64,2020-09-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377364
COL0004158,LOAN0004396,AGENT013,2019-07-13,Outbound Call,Partial Payment,46839.22,2019-08-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.377429
COL0004159,LOAN0001468,AGENT029,2024-03-12,Outbound Call,Agreed Arrangement,40328.15,2021-02-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377466
COL0004160,LOAN0015393,AGENT024,2019-12-19,Email,No Contact,36176.8,2021-02-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377498
COL0004161,LOAN0010836,AGENT004,2019-10-01,Outbound Call,Promise to Pay,14259.81,2024-11-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377531
COL0004162,LOAN0000658,AGENT014,2022-12-23,Outbound Call,Promise to Pay,6489.32,2020-04-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377563
COL0004163,LOAN0009138,AGENT015,2023-02-22,Outbound Call,Paid in Full,49972.58,2024-11-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377605
COL0004164,LOAN0014841,AGENT004,2022-07-30,Email,Paid in Full,4894.42,2021-11-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377643
COL0004165,LOAN0014381,AGENT024,2020-04-16,Outbound Call,Promise to Pay,45631.67,2020-12-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377677
COL0004166,LOAN0009468,AGENT001,2023-08-28,Outbound Call,No Contact,1808.62,2024-02-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.377710
COL0004167,LOAN0000678,AGENT012,2021-03-18,Outbound Call,Promise to Pay,6297.55,2019-01-30,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.377750
COL0004168,LOAN0010476,AGENT021,2023-04-14,Email,No Contact,34375.99,2020-10-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.377792
COL0004169,LOAN0010477,AGENT011,2021-10-14,Outbound Call,Promise to Pay,44954.45,2021-09-26,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.377827
COL0004170,LOAN0009821,AGENT009,2020-10-07,Outbound Call,Promise to Pay,38028.76,2019-03-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377862
COL0004171,LOAN0008682,AGENT021,2021-06-02,SMS,Promise to Pay,36075.74,2020-12-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.377894
COL0004172,LOAN0009159,AGENT023,2020-06-05,Letter,Relocated,6598.88,2019-10-24,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.377926
COL0004173,LOAN0006937,AGENT013,2024-02-26,SMS,No Contact,4595.86,2024-04-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.377973
COL0004174,LOAN0000995,AGENT027,2023-11-23,Outbound Call,Partial Payment,12657.98,2021-11-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378033
COL0004175,LOAN0016616,AGENT022,2019-10-30,Outbound Call,Promise to Pay,48695.51,2024-06-10,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.378088
COL0004176,LOAN0002060,AGENT020,2020-01-10,Field Visit,No Contact,31057.43,2022-01-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378156
COL0004177,LOAN0013942,AGENT015,2024-01-14,Outbound Call,Promise to Pay,3510.29,2024-04-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378216
COL0004178,LOAN0006906,AGENT019,2024-10-04,SMS,Dispute Raised,19157.95,2023-12-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378272
COL0004179,LOAN0015873,AGENT025,2022-10-13,Outbound Call,No Contact,49609.71,2022-04-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378327
COL0004180,LOAN0013015,AGENT024,2021-04-22,Field Visit,Promise to Pay,7.67,2021-01-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378384
COL0004181,LOAN0016493,AGENT016,2023-09-13,SMS,Dispute Raised,45277.39,2022-02-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378459
COL0004182,LOAN0016481,AGENT003,2019-01-30,Letter,Promise to Pay,32946.55,2021-10-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.378515
COL0004183,LOAN0015376,AGENT026,2023-09-26,SMS,Promise to Pay,13191.38,2023-10-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378576
COL0004184,LOAN0005205,AGENT003,2021-08-07,SMS,Dispute Raised,3570.92,2019-08-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378642
COL0004185,LOAN0017866,AGENT007,2020-05-19,Field Visit,No Contact,47928.68,2021-03-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.378695
COL0004186,LOAN0013104,AGENT028,2019-12-16,Letter,Promise to Pay,36273.14,2024-07-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378748
COL0004187,LOAN0011975,AGENT030,2020-10-21,SMS,Partial Payment,30785.95,2019-11-01,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.378802
COL0004188,LOAN0014031,AGENT017,2020-08-09,Field Visit,Promise to Pay,26980.25,2024-02-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.378853
COL0004189,LOAN0009978,AGENT001,2020-12-17,Outbound Call,Partial Payment,48076.7,2019-06-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.378905
COL0004190,LOAN0015695,AGENT023,2021-06-16,Outbound Call,Paid in Full,20.96,2019-06-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.378958
COL0004191,LOAN0016864,AGENT022,2020-04-14,Restructure Offer,No Contact,26626.95,2022-09-16,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.379012
COL0004192,LOAN0012112,AGENT014,2022-04-15,Email,Paid in Full,21676.91,2019-06-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.379061
COL0004193,LOAN0005618,AGENT019,2023-12-28,Letter,No Contact,22058.64,2020-01-16,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.379110
COL0004194,LOAN0000059,AGENT029,2020-05-11,SMS,No Contact,20212.46,2022-04-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.379167
COL0004195,LOAN0010952,AGENT013,2020-01-25,Letter,No Contact,19826.28,2024-01-27,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.379220
COL0004196,LOAN0000549,AGENT028,2024-03-19,Restructure Offer,No Contact,43041.75,2021-08-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.379272
COL0004197,LOAN0000801,AGENT010,2023-09-23,Legal Notice,No Contact,11163.15,2020-09-07,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.379327
COL0004198,LOAN0007554,AGENT018,2020-10-05,Outbound Call,Relocated,9396.06,2021-07-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.379377
COL0004199,LOAN0011212,AGENT011,2021-07-03,Outbound Call,Promise to Pay,13131.26,2019-09-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386306
COL0004200,LOAN0010741,AGENT023,2024-07-01,Restructure Offer,Promise to Pay,48758.06,2019-04-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386367
COL0004201,LOAN0001859,AGENT021,2022-11-24,Promise to Pay Follow-Up,Relocated,4758.98,2022-02-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386403
COL0004202,LOAN0005433,AGENT026,2022-11-26,Outbound Call,Partial Payment,14954.08,2019-12-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386478
COL0004203,LOAN0000764,AGENT028,2021-07-17,Letter,No Contact,25285.35,2024-12-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386530
COL0004204,LOAN0002995,AGENT027,2021-11-26,Outbound Call,Dispute Raised,1943.55,2019-09-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386584
COL0004205,LOAN0008786,AGENT027,2019-03-13,Field Visit,Partial Payment,44595.2,2023-03-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.386644
COL0004206,LOAN0008389,AGENT005,2024-04-27,Promise to Pay Follow-Up,Paid in Full,23878.59,2022-04-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386688
COL0004207,LOAN0000658,AGENT016,2020-03-07,SMS,Dispute Raised,16662.69,2023-12-20,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.386722
COL0004208,LOAN0006832,AGENT020,2020-05-16,Outbound Call,No Contact,9684.4,2024-02-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386756
COL0004209,LOAN0000224,AGENT011,2021-02-23,Outbound Call,Agreed Arrangement,25104.49,2022-12-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.386799
COL0004210,LOAN0008250,AGENT015,2022-09-20,Letter,Promise to Pay,28809.85,2019-09-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386855
COL0004211,LOAN0015588,AGENT007,2021-07-14,SMS,No Contact,21084.99,2022-03-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.386908
COL0004212,LOAN0002262,AGENT008,2020-01-07,Field Visit,Paid in Full,31512.27,2020-12-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.386960
COL0004213,LOAN0007755,AGENT016,2020-10-22,Legal Notice,Agreed Arrangement,10491.75,2019-12-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387013
COL0004214,LOAN0008354,AGENT021,2021-08-24,SMS,Promise to Pay,35730.11,2021-09-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387070
COL0004215,LOAN0010588,AGENT023,2020-07-27,Outbound Call,Partial Payment,2441.6,2022-09-26,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387121
COL0004216,LOAN0000413,AGENT002,2020-05-06,SMS,No Contact,14056.01,2019-05-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387173
COL0004217,LOAN0015143,AGENT015,2023-03-02,Legal Notice,Agreed Arrangement,17330.21,2023-12-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387224
COL0004218,LOAN0002963,AGENT009,2020-03-11,Letter,Agreed Arrangement,37580.86,2024-04-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387280
COL0004219,LOAN0013136,AGENT022,2023-12-21,SMS,Partial Payment,28553.24,2021-05-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387314
COL0004220,LOAN0007123,AGENT030,2023-03-07,Outbound Call,Relocated,24368.94,2021-01-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387353
COL0004221,LOAN0009366,AGENT001,2022-11-24,Promise to Pay Follow-Up,Promise to Pay,16330.81,2021-03-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.387385
COL0004222,LOAN0003269,AGENT028,2021-08-15,Outbound Call,No Contact,21386.93,2024-09-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387456
COL0004223,LOAN0008389,AGENT020,2019-03-27,Field Visit,Paid in Full,3665.13,2024-07-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387506
COL0004224,LOAN0004189,AGENT022,2024-08-06,Outbound Call,Dispute Raised,32471.58,2021-07-16,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.387544
COL0004225,LOAN0005672,AGENT004,2019-07-13,Promise to Pay Follow-Up,Relocated,11799.41,2020-05-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387587
COL0004226,LOAN0012613,AGENT016,2024-08-11,Outbound Call,Promise to Pay,41415.12,2024-03-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387621
COL0004227,LOAN0005847,AGENT019,2022-01-11,SMS,Promise to Pay,1132.64,2020-11-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387655
COL0004228,LOAN0008467,AGENT024,2019-12-27,SMS,Dispute Raised,38740.48,2019-09-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387703
COL0004229,LOAN0005292,AGENT024,2023-01-20,Promise to Pay Follow-Up,Paid in Full,23003.05,2022-11-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387760
COL0004230,LOAN0000447,AGENT027,2022-03-04,SMS,No Contact,25265.94,2020-05-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387814
COL0004231,LOAN0011132,AGENT021,2022-05-07,SMS,Partial Payment,28996.58,2023-12-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387868
COL0004232,LOAN0006556,AGENT023,2021-11-21,Outbound Call,No Contact,49016.51,2020-12-08,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.387922
COL0004233,LOAN0007162,AGENT026,2021-10-20,SMS,No Contact,37454.74,2023-12-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.387977
COL0004234,LOAN0003372,AGENT012,2021-03-03,Email,No Contact,4741.71,2022-11-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.388038
COL0004235,LOAN0003787,AGENT026,2019-04-29,Outbound Call,Partial Payment,47995.09,2020-02-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.388072
COL0004236,LOAN0001923,AGENT029,2021-06-22,Outbound Call,Paid in Full,41681.83,2019-03-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.388120
COL0004237,LOAN0005594,AGENT006,2022-10-26,Outbound Call,Paid in Full,2841.62,2019-11-22,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.388172
COL0004238,LOAN0008682,AGENT014,2024-05-28,SMS,Promise to Pay,31121.8,2021-11-10,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.388228
COL0004239,LOAN0003895,AGENT016,2022-09-19,Email,Promise to Pay,1495.48,2020-12-31,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.388283
COL0004240,LOAN0013998,AGENT004,2022-09-22,Outbound Call,Partial Payment,25374.35,2021-12-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.388339
COL0004241,LOAN0003845,AGENT028,2021-11-24,Outbound Call,Partial Payment,38706.09,2024-02-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.388398
COL0004242,LOAN0008444,AGENT010,2023-09-05,SMS,Dispute Raised,33318.59,2021-08-03,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.388483
COL0004243,LOAN0011496,AGENT012,2019-11-17,Field Visit,Dispute Raised,41965.19,2020-02-08,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.388541
COL0004244,LOAN0007585,AGENT007,2020-04-12,Field Visit,No Contact,32773.23,2021-05-30,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.388594
COL0004245,LOAN0001588,AGENT011,2024-10-16,SMS,Promise to Pay,8832.18,2023-08-15,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.388629
COL0004246,LOAN0012456,AGENT012,2020-12-09,SMS,No Contact,2952.61,2020-11-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.388670
COL0004247,LOAN0002542,AGENT030,2021-04-06,Outbound Call,Promise to Pay,34666.36,2024-08-31,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.388706
COL0004248,LOAN0004966,AGENT026,2021-04-16,Email,No Contact,20464.25,2019-05-06,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.388748
COL0004249,LOAN0005160,AGENT027,2023-11-06,Outbound Call,Promise to Pay,3224.81,2024-10-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.388791
COL0004250,LOAN0010874,AGENT014,2021-11-18,Letter,Promise to Pay,3088.52,2020-06-13,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.388823
COL0004251,LOAN0007755,AGENT028,2023-09-01,Outbound Call,Dispute Raised,19204.87,2019-03-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.388855
COL0004252,LOAN0011155,AGENT030,2019-10-02,SMS,Deceased,22632.14,2022-09-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.388888
